freq,word1,word2,word3
1,too,after,the
1,after,the,manner
1,manner,of,the
1,the,feminine,gentility
1,feminine,gentility,of
1,gentility,of,those
1,of,those,days
1,those,days,characterized
1,days,characterized,by
1,characterized,by,a
1,a,certain,state
1,certain,state,and
1,state,and,dignity
1,and,dignity,rather
1,dignity,rather,than
1,rather,than,by
1,than,by,the
1,by,the,delicate
1,the,delicate,evanescent
1,delicate,evanescent,and
1,evanescent,and,indescribable
1,and,indescribable,grace
1,indescribable,grace,which
1,grace,which,is
1,is,now,recognized
1,now,recognized,as
1,recognized,as,its
1,as,its,indication
1,its,indication,And
1,indication,And,never
1,And,never,had
1,never,had,Hester
1,had,Hester,Prynne
1,Hester,Prynne,appeared
1,Prynne,appeared,more
1,appeared,more,ladylike
1,more,ladylike,in
1,ladylike,in,the
1,in,the,antique
1,the,antique,interpretation
1,antique,interpretation,of
1,interpretation,of,the
1,of,the,term
1,the,term,than
1,term,than,as
1,than,as,she
1,as,she,issued
1,she,issued,from
1,issued,from,the
1,from,the,prison
1,the,prison,Those
1,prison,Those,who
1,Those,who,had
1,who,had,before
1,had,before,known
1,before,known,her
1,known,her,and
1,her,and,had
1,and,had,expected
1,had,expected,to
1,expected,to,behold
1,behold,her,dimmed
1,her,dimmed,and
1,dimmed,and,obscured
1,and,obscured,by
1,obscured,by,a
1,by,a,disastrous
1,a,disastrous,cloud
1,disastrous,cloud,were
1,cloud,were,astonished
1,were,astonished,and
1,astonished,and,even
1,and,even,startled
1,even,startled,to
1,to,perceive,how
1,perceive,how,her
1,how,her,beauty
1,her,beauty,shone
1,beauty,shone,out
1,shone,out,and
1,out,and,made
1,and,made,a
1,made,a,halo
1,a,halo,of
1,halo,of,the
1,of,the,misfortune
1,the,misfortune,and
1,misfortune,and,ignominy
1,and,ignominy,in
1,ignominy,in,which
1,she,was,enveloped
1,was,enveloped,It
1,enveloped,It,may
1,may,be,true
1,be,true,that
1,true,that,to
1,that,to,a
1,to,a,sensitive
1,a,sensitive,observer
1,sensitive,observer,there
1,observer,there,was
1,was,something,exquisitely
1,something,exquisitely,painful
1,exquisitely,painful,in
1,painful,in,it
1,in,it,Her
1,it,Her,attire
1,Her,attire,which
1,attire,which,indeed
1,which,indeed,she
1,indeed,she,had
1,she,had,wrought
1,had,wrought,for
1,wrought,for,the
1,the,occasion,in
1,occasion,in,prison
1,in,prison,and
1,prison,and,had
1,and,had,modelled
1,had,modelled,much
1,modelled,much,after
1,much,after,her
1,after,her,own
1,own,fancy,seemed
1,fancy,seemed,to
1,seemed,to,express
1,to,express,the
1,express,the,attitude
1,the,attitude,of
1,attitude,of,her
1,her,spirit,the
1,spirit,the,desperate
1,the,desperate,recklessness
1,desperate,recklessness,of
1,recklessness,of,her
1,of,her,mood
1,her,mood,by
1,mood,by,its
1,by,its,wild
1,its,wild,and
1,wild,and,picturesque
1,and,picturesque,peculiarity
1,picturesque,peculiarity,But
1,peculiarity,But,the
1,But,the,point
1,the,point,which
1,point,which,drew
1,which,drew,all
1,drew,all,eyes
1,all,eyes,and
1,eyes,and,as
1,it,were,transfigured
1,were,transfigured,the
1,transfigured,the,wearerso
1,the,wearerso,that
1,wearerso,that,both
1,that,both,men
1,both,men,and
1,and,women,who
1,women,who,had
1,had,been,familiarly
1,been,familiarly,acquainted
1,familiarly,acquainted,with
1,acquainted,with,Hester
1,Prynne,were,now
1,were,now,impressed
1,now,impressed,as
1,impressed,as,if
1,if,they,beheld
1,they,beheld,her
1,beheld,her,for
1,her,for,the
1,for,the,first
1,the,first,timewas
1,first,timewas,that
1,timewas,that,SCARLET
1,that,SCARLET,LETTER
1,SCARLET,LETTER,so
1,LETTER,so,fantastically
1,so,fantastically,embroidered
1,fantastically,embroidered,and
1,embroidered,and,illuminated
1,and,illuminated,upon
1,illuminated,upon,her
1,bosom,It,had
1,of,a,spell
1,a,spell,taking
1,spell,taking,her
1,taking,her,out
1,of,the,ordinary
1,the,ordinary,relations
1,ordinary,relations,with
1,relations,with,humanity
1,with,humanity,and
1,humanity,and,enclosing
1,and,enclosing,her
1,enclosing,her,in
1,in,a,sphere
1,a,sphere,by
1,sphere,by,herself
1,by,herself,She
1,herself,She,hath
1,She,hath,good
1,hath,good,skill
1,good,skill,at
1,skill,at,her
1,at,her,needle
1,her,needle,thats
1,needle,thats,certain
1,thats,certain,remarked
1,certain,remarked,one
1,remarked,one,of
1,of,her,female
1,her,female,spectators
1,female,spectators,but
1,spectators,but,did
1,but,did,ever
1,did,ever,a
1,ever,a,woman
1,a,woman,before
1,woman,before,this
1,before,this,brazen
1,this,brazen,hussy
1,brazen,hussy,contrive
1,hussy,contrive,such
1,contrive,such,a
1,such,a,way
1,way,of,showing
1,of,showing,it
1,showing,it,Why
1,it,Why,gossips
1,Why,gossips,what
1,gossips,what,is
1,what,is,it
1,is,it,but
1,it,but,to
1,but,to,laugh
1,to,laugh,in
1,laugh,in,the
1,in,the,faces
1,faces,of,our
1,of,our,godly
1,our,godly,magistrates
1,godly,magistrates,and
1,magistrates,and,make
1,and,make,a
1,make,a,pride
1,a,pride,out
1,pride,out,of
1,out,of,what
1,what,they,worthy
1,they,worthy,gentlemen
1,worthy,gentlemen,meant
1,gentlemen,meant,for
1,for,a,punishment
1,a,punishment,It
1,punishment,It,were
1,It,were,well
1,were,well,muttered
1,well,muttered,the
1,muttered,the,most
1,the,most,ironvisaged
1,most,ironvisaged,of
1,ironvisaged,of,the
1,the,old,dames
1,old,dames,if
1,dames,if,we
1,if,we,stripped
1,we,stripped,Madam
1,stripped,Madam,Hesters
1,Madam,Hesters,rich
1,Hesters,rich,gown
1,rich,gown,off
1,gown,off,her
1,off,her,dainty
1,her,dainty,shoulders
1,dainty,shoulders,and
1,shoulders,and,as
1,and,as,for
1,for,the,red
1,the,red,letter
1,red,letter,which
1,letter,which,she
1,which,she,hath
1,she,hath,stitched
1,hath,stitched,so
1,stitched,so,curiously
1,so,curiously,Ill
1,curiously,Ill,bestow
1,Ill,bestow,a
1,bestow,a,rag
1,a,rag,of
1,rag,of,mine
1,mine,own,rheumatic
1,own,rheumatic,flannel
1,rheumatic,flannel,to
1,flannel,to,make
1,make,a,fitter
1,a,fitter,one
1,fitter,one,O
1,one,O,peace
1,O,peace,neighbors
1,peace,neighbors,peace
1,neighbors,peace,whispered
1,peace,whispered,their
1,whispered,their,youngest
1,their,youngest,companion
1,youngest,companion,do
1,companion,do,not
1,do,not,let
1,not,let,her
1,let,her,hear
1,her,hear,you
1,hear,you,Not
1,you,Not,a
1,Not,a,stitch
1,a,stitch,in
1,stitch,in,that
1,in,that,embroidered
1,that,embroidered,letter
1,embroidered,letter,but
1,letter,but,she
1,but,she,has
1,she,has,felt
1,has,felt,it
1,felt,it,in
1,it,in,her
1,her,heart,The
1,heart,The,grim
1,The,grim,beadle
1,grim,beadle,now
1,beadle,now,made
1,now,made,a
1,with,his,staff
1,his,staff,Make
1,staff,Make,way
1,Make,way,good
1,way,good,people
1,good,people,make
1,people,make,way
1,make,way,in
1,way,in,the
1,in,the,Kings
1,the,Kings,name
1,Kings,name,cried
1,name,cried,he
1,cried,he,Open
1,he,Open,a
1,Open,a,passage
1,a,passage,and
1,passage,and,I
1,I,promise,ye
1,promise,ye,Mistress
1,ye,Mistress,Prynne
1,Prynne,shall,be
1,shall,be,set
1,be,set,where
1,set,where,man
1,where,man,woman
1,man,woman,and
1,woman,and,child
1,and,child,may
1,child,may,have
1,may,have,a
1,have,a,fair
1,a,fair,sight
1,fair,sight,of
1,sight,of,her
1,of,her,brave
1,her,brave,apparel
1,brave,apparel,from
1,apparel,from,this
1,from,this,time
1,this,time,till
1,time,till,an
1,till,an,hour
1,an,hour,past
1,hour,past,meridian
1,past,meridian,A
1,meridian,A,blessing
1,A,blessing,on
1,blessing,on,the
1,on,the,righteous
1,the,righteous,Colony
1,righteous,Colony,of
1,Colony,of,the
1,the,Massachusetts,where
1,Massachusetts,where,iniquity
1,iniquity,is,dragged
1,is,dragged,out
1,dragged,out,into
1,the,sunshine,Come
1,sunshine,Come,along
1,Come,along,Madam
1,along,Madam,Hester
1,Madam,Hester,and
1,Hester,and,show
1,and,show,your
1,show,your,scarlet
1,your,scarlet,letter
1,the,marketplace,A
1,marketplace,A,lane
1,A,lane,was
1,lane,was,forthwith
1,was,forthwith,opened
1,forthwith,opened,through
1,opened,through,the
1,crowd,of,spectators
1,of,spectators,Preceded
1,spectators,Preceded,by
1,Preceded,by,the
1,by,the,beadle
1,the,beadle,and
1,beadle,and,attended
1,and,attended,by
1,attended,by,an
1,by,an,irregular
1,an,irregular,procession
1,irregular,procession,of
1,procession,of,sternbrowed
1,of,sternbrowed,men
1,sternbrowed,men,and
1,men,and,unkindly
1,and,unkindly,visaged
1,unkindly,visaged,women
1,visaged,women,Hester
1,women,Hester,Prynne
1,Hester,Prynne,set
1,set,forth,towards
1,forth,towards,the
1,towards,the,place
1,the,place,appointed
1,place,appointed,for
1,appointed,for,her
1,for,her,punishment
1,her,punishment,A
1,punishment,A,crowd
1,A,crowd,of
1,crowd,of,eager
1,of,eager,and
1,eager,and,curious
1,and,curious,schoolboys
1,curious,schoolboys,understanding
1,schoolboys,understanding,little
1,understanding,little,of
1,matter,in,hand
1,in,hand,except
1,hand,except,that
1,except,that,it
1,it,gave,them
1,gave,them,a
1,them,a,halfholiday
1,a,halfholiday,ran
1,halfholiday,ran,before
1,ran,before,her
1,before,her,progress
1,her,progress,turning
1,progress,turning,their
1,turning,their,heads
1,their,heads,continually
1,heads,continually,to
1,continually,to,stare
1,to,stare,into
1,stare,into,her
1,face,and,at
1,at,the,winking
1,the,winking,baby
1,winking,baby,in
1,baby,in,her
1,her,arms,and
1,arms,and,at
1,at,the,ignominious
1,ignominious,letter,on
1,her,breast,It
1,was,no,great
1,great,distance,in
1,distance,in,those
1,those,days,from
1,days,from,the
1,the,prisondoor,to
1,prisondoor,to,the
1,to,the,marketplace
1,the,marketplace,Measured
1,marketplace,Measured,by
1,Measured,by,the
1,by,the,prisoners
1,the,prisoners,experience
1,prisoners,experience,however
1,experience,however,it
1,however,it,might
1,might,be,reckoned
1,be,reckoned,a
1,reckoned,a,journey
1,a,journey,of
1,journey,of,some
1,of,some,length
1,some,length,for
1,length,for,haughty
1,for,haughty,as
1,haughty,as,her
1,as,her,demeanor
1,her,demeanor,was
1,demeanor,was,she
1,was,she,perchance
1,she,perchance,underwent
1,perchance,underwent,an
1,underwent,an,agony
1,an,agony,from
1,agony,from,every
1,from,every,footstep
1,every,footstep,of
1,footstep,of,those
1,of,those,that
1,those,that,thronged
1,that,thronged,to
1,thronged,to,see
1,see,her,as
1,her,as,if
1,if,her,heart
1,her,heart,had
1,heart,had,been
1,been,flung,into
1,flung,into,the
1,into,the,street
1,the,street,for
1,street,for,them
1,for,them,all
1,all,to,spurn
1,to,spurn,and
1,spurn,and,trample
1,and,trample,upon
1,trample,upon,In
1,upon,In,our
1,In,our,nature
1,our,nature,however
1,nature,however,there
1,however,there,is
1,is,a,provision
1,a,provision,alike
1,provision,alike,marvellous
1,alike,marvellous,and
1,marvellous,and,merciful
1,and,merciful,that
1,merciful,that,the
1,that,the,sufferer
1,the,sufferer,should
1,sufferer,should,never
1,should,never,know
1,never,know,the
1,know,the,intensity
1,intensity,of,what
1,what,he,endures
1,he,endures,by
1,endures,by,its
1,by,its,present
1,its,present,torture
1,present,torture,but
1,torture,but,chiefly
1,but,chiefly,by
1,chiefly,by,the
1,by,the,pang
1,the,pang,that
1,pang,that,rankles
1,that,rankles,after
1,rankles,after,it
1,after,it,With
1,it,With,almost
1,With,almost,a
1,almost,a,serene
1,a,serene,deportment
1,serene,deportment,therefore
1,deportment,therefore,Hester
1,therefore,Hester,Prynne
1,Hester,Prynne,passed
1,Prynne,passed,through
1,passed,through,this
1,through,this,portion
1,this,portion,of
1,her,ordeal,and
1,ordeal,and,came
1,and,came,to
1,to,a,sort
1,sort,of,scaffold
1,of,scaffold,at
1,scaffold,at,the
1,at,the,western
1,the,western,extremity
1,western,extremity,of
1,extremity,of,the
1,marketplace,It,stood
1,It,stood,nearly
1,stood,nearly,beneath
1,nearly,beneath,the
1,beneath,the,eaves
1,the,eaves,of
1,eaves,of,Bostons
1,of,Bostons,earliest
1,Bostons,earliest,church
1,earliest,church,and
1,church,and,appeared
1,be,a,fixture
1,a,fixture,there
1,fixture,there,In
1,there,In,fact
1,In,fact,this
1,fact,this,scaffold
1,this,scaffold,constituted
1,scaffold,constituted,a
1,constituted,a,portion
1,portion,of,a
1,of,a,penal
1,a,penal,machine
1,penal,machine,which
1,machine,which,now
1,which,now,for
1,now,for,two
1,or,three,generations
1,three,generations,past
1,generations,past,has
1,past,has,been
1,has,been,merely
1,been,merely,historical
1,merely,historical,and
1,historical,and,traditionary
1,and,traditionary,among
1,traditionary,among,us
1,among,us,but
1,us,but,was
1,but,was,held
1,was,held,in
1,held,in,the
1,the,old,time
1,old,time,to
1,time,to,be
1,to,be,as
1,be,as,effectual
1,as,effectual,an
1,effectual,an,agent
1,an,agent,in
1,agent,in,the
1,in,the,promotion
1,the,promotion,of
1,promotion,of,good
1,of,good,citizenship
1,good,citizenship,as
1,citizenship,as,ever
1,as,ever,was
1,ever,was,the
1,was,the,guillotine
1,the,guillotine,among
1,guillotine,among,the
1,among,the,terrorists
1,the,terrorists,of
1,terrorists,of,France
1,of,France,It
1,France,It,was
1,was,in,short
1,in,short,the
1,short,the,platform
1,pillory,and,above
1,and,above,it
1,above,it,rose
1,it,rose,the
1,rose,the,framework
1,framework,of,that
1,of,that,instrument
1,that,instrument,of
1,instrument,of,discipline
1,of,discipline,so
1,discipline,so,fashioned
1,so,fashioned,as
1,fashioned,as,to
1,as,to,confine
1,to,confine,the
1,confine,the,human
1,the,human,head
1,human,head,in
1,head,in,its
1,in,its,tight
1,its,tight,grasp
1,tight,grasp,and
1,grasp,and,thus
1,and,thus,hold
1,thus,hold,it
1,hold,it,up
1,it,up,to
1,public,gaze,The
1,gaze,The,very
1,The,very,ideal
1,very,ideal,of
1,ideal,of,ignominy
1,of,ignominy,was
1,ignominy,was,embodied
1,was,embodied,and
1,embodied,and,made
1,and,made,manifest
1,made,manifest,in
1,manifest,in,this
1,in,this,contrivance
1,this,contrivance,of
1,contrivance,of,wood
1,of,wood,and
1,and,iron,There
1,iron,There,can
1,can,be,no
1,be,no,outrage
1,no,outrage,methinks
1,outrage,methinks,against
1,methinks,against,our
1,against,our,common
1,our,common,naturewhatever
1,common,naturewhatever,be
1,naturewhatever,be,the
1,be,the,delinquencies
1,the,delinquencies,of
1,delinquencies,of,the
1,of,the,individualno
1,the,individualno,outrage
1,individualno,outrage,more
1,outrage,more,flagrant
1,more,flagrant,than
1,flagrant,than,to
1,than,to,forbid
1,to,forbid,the
1,forbid,the,culprit
1,the,culprit,to
1,culprit,to,hide
1,to,hide,his
1,hide,his,face
1,his,face,for
1,face,for,shame
1,for,shame,as
1,shame,as,it
1,was,the,essence
1,the,essence,of
1,essence,of,this
1,of,this,punishment
1,this,punishment,to
1,punishment,to,do
1,to,do,In
1,do,In,Hester
1,In,Hester,Prynnes
1,Hester,Prynnes,instance
1,Prynnes,instance,however
1,instance,however,as
1,however,as,not
1,as,not,unfrequently
1,not,unfrequently,in
1,unfrequently,in,other
1,in,other,cases
1,other,cases,her
1,cases,her,sentence
1,her,sentence,bore
1,sentence,bore,that
1,bore,that,she
1,that,she,should
1,she,should,stand
1,should,stand,a
1,stand,a,certain
1,a,certain,time
1,certain,time,upon
1,time,upon,the
1,the,platform,but
1,platform,but,without
1,but,without,undergoing
1,without,undergoing,that
1,undergoing,that,gripe
1,that,gripe,about
1,gripe,about,the
1,about,the,neck
1,the,neck,and
1,neck,and,confinement
1,and,confinement,of
1,confinement,of,the
1,of,the,head
1,the,head,the
1,head,the,proneness
1,the,proneness,to
1,proneness,to,which
1,to,which,was
1,the,most,devilish
1,most,devilish,characteristic
1,devilish,characteristic,of
1,characteristic,of,this
1,of,this,ugly
1,this,ugly,engine
1,ugly,engine,Knowing
1,engine,Knowing,well
1,Knowing,well,her
1,well,her,part
1,her,part,she
1,part,she,ascended
1,she,ascended,a
1,ascended,a,flight
1,flight,of,wooden
1,of,wooden,steps
1,wooden,steps,and
1,steps,and,was
1,was,thus,displayed
1,thus,displayed,to
1,displayed,to,the
1,to,the,surrounding
1,the,surrounding,multitude
1,surrounding,multitude,at
1,multitude,at,about
1,at,about,the
1,about,the,height
1,the,height,of
1,height,of,a
1,of,a,mans
1,a,mans,shoulders
1,mans,shoulders,above
1,shoulders,above,the
1,above,the,street
1,the,street,Had
1,street,Had,there
1,Had,there,been
1,been,a,Papist
1,a,Papist,among
1,Papist,among,the
1,among,the,crowd
1,crowd,of,Puritans
1,of,Puritans,he
1,Puritans,he,might
1,have,seen,in
1,seen,in,this
1,in,this,beautiful
1,this,beautiful,woman
1,beautiful,woman,so
1,woman,so,picturesque
1,so,picturesque,in
1,picturesque,in,her
1,in,her,attire
1,her,attire,and
1,attire,and,mien
1,and,mien,and
1,mien,and,with
1,and,with,the
1,with,the,infant
1,the,infant,at
1,infant,at,her
1,her,bosom,an
1,bosom,an,object
1,object,to,remind
1,to,remind,him
1,remind,him,of
1,him,of,the
1,image,of,Divine
1,of,Divine,Maternity
1,Divine,Maternity,which
1,Maternity,which,so
1,so,many,illustrious
1,many,illustrious,painters
1,illustrious,painters,have
1,painters,have,vied
1,have,vied,with
1,vied,with,one
1,with,one,another
1,one,another,to
1,another,to,represent
1,to,represent,something
1,represent,something,which
1,something,which,should
1,which,should,remind
1,should,remind,him
1,remind,him,indeed
1,him,indeed,but
1,indeed,but,only
1,but,only,by
1,only,by,contrast
1,by,contrast,of
1,contrast,of,that
1,of,that,sacred
1,that,sacred,image
1,sacred,image,of
1,image,of,sinless
1,of,sinless,motherhood
1,sinless,motherhood,whose
1,motherhood,whose,infant
1,whose,infant,was
1,infant,was,to
1,was,to,redeem
1,to,redeem,the
1,redeem,the,world
1,the,world,Here
1,world,Here,there
1,Here,there,was
1,was,the,taint
1,taint,of,deepest
1,of,deepest,sin
1,deepest,sin,in
1,sin,in,the
1,most,sacred,quality
1,sacred,quality,of
1,quality,of,human
1,human,life,working
1,life,working,such
1,working,such,effect
1,such,effect,that
1,effect,that,the
1,world,was,only
1,only,the,darker
1,the,darker,for
1,darker,for,this
1,for,this,womans
1,this,womans,beauty
1,womans,beauty,and
1,beauty,and,the
1,and,the,more
1,the,more,lost
1,more,lost,for
1,lost,for,the
1,for,the,infant
1,infant,that,she
1,had,borne,The
1,borne,The,scene
1,The,scene,was
1,scene,was,not
1,not,without,a
1,without,a,mixture
1,a,mixture,of
1,mixture,of,awe
1,of,awe,such
1,awe,such,as
1,such,as,must
1,as,must,always
1,must,always,invest
1,always,invest,the
1,invest,the,spectacle
1,the,spectacle,of
1,spectacle,of,guilt
1,guilt,and,shame
1,and,shame,in
1,shame,in,a
1,in,a,fellowcreature
1,a,fellowcreature,before
1,fellowcreature,before,society
1,before,society,shall
1,society,shall,have
1,shall,have,grown
1,have,grown,corrupt
1,grown,corrupt,enough
1,corrupt,enough,to
1,enough,to,smile
1,to,smile,instead
1,smile,instead,of
1,instead,of,shuddering
1,of,shuddering,at
1,shuddering,at,it
1,it,The,witnesses
1,The,witnesses,of
1,witnesses,of,Hester
1,Prynnes,disgrace,had
1,disgrace,had,not
1,had,not,yet
1,not,yet,passed
1,yet,passed,beyond
1,passed,beyond,their
1,beyond,their,simplicity
1,their,simplicity,They
1,simplicity,They,were
1,They,were,stern
1,were,stern,enough
1,stern,enough,to
1,enough,to,look
1,look,upon,her
1,upon,her,death
1,death,had,that
1,had,that,been
1,that,been,the
1,been,the,sentence
1,the,sentence,without
1,sentence,without,a
1,without,a,murmur
1,a,murmur,at
1,murmur,at,its
1,at,its,severity
1,its,severity,but
1,severity,but,had
1,but,had,none
1,had,none,of
1,of,the,heartlessness
1,the,heartlessness,of
1,heartlessness,of,another
1,of,another,social
1,another,social,state
1,social,state,which
1,state,which,would
1,which,would,find
1,would,find,only
1,find,only,a
1,only,a,theme
1,a,theme,for
1,theme,for,jest
1,for,jest,in
1,jest,in,an
1,in,an,exhibition
1,an,exhibition,like
1,exhibition,like,the
1,like,the,present
1,the,present,Even
1,present,Even,had
1,Even,had,there
1,had,there,been
1,been,a,disposition
1,a,disposition,to
1,disposition,to,turn
1,to,turn,the
1,turn,the,matter
1,the,matter,into
1,matter,into,ridicule
1,into,ridicule,it
1,ridicule,it,must
1,it,must,have
1,have,been,repressed
1,been,repressed,and
1,repressed,and,overpowered
1,and,overpowered,by
1,overpowered,by,the
1,by,the,solemn
1,the,solemn,presence
1,solemn,presence,of
1,presence,of,men
1,of,men,no
1,men,no,less
1,no,less,dignified
1,less,dignified,than
1,dignified,than,the
1,than,the,Governor
1,Governor,and,several
1,and,several,of
1,several,of,his
1,of,his,counsellors
1,his,counsellors,a
1,counsellors,a,judge
1,a,judge,a
1,judge,a,general
1,a,general,and
1,general,and,the
1,ministers,of,the
1,the,town,all
1,town,all,of
1,all,of,whom
1,of,whom,sat
1,whom,sat,or
1,sat,or,stood
1,or,stood,in
1,stood,in,a
1,in,a,balcony
1,a,balcony,of
1,the,meetinghouse,looking
1,meetinghouse,looking,down
1,the,platform,When
1,platform,When,such
1,When,such,personages
1,such,personages,could
1,personages,could,constitute
1,could,constitute,a
1,constitute,a,part
1,of,the,spectacle
1,the,spectacle,without
1,spectacle,without,risking
1,without,risking,the
1,risking,the,majesty
1,the,majesty,or
1,majesty,or,reverence
1,or,reverence,of
1,reverence,of,rank
1,rank,and,office
1,and,office,it
1,office,it,was
1,it,was,safely
1,was,safely,to
1,safely,to,be
1,to,be,inferred
1,be,inferred,that
1,inferred,that,the
1,that,the,infliction
1,the,infliction,of
1,infliction,of,a
1,a,legal,sentence
1,legal,sentence,would
1,sentence,would,have
1,would,have,an
1,have,an,earnest
1,an,earnest,and
1,earnest,and,effectual
1,and,effectual,meaning
1,effectual,meaning,Accordingly
1,meaning,Accordingly,the
1,Accordingly,the,crowd
1,the,crowd,was
1,crowd,was,sombre
1,was,sombre,and
1,sombre,and,grave
1,and,grave,The
1,grave,The,unhappy
1,The,unhappy,culprit
1,unhappy,culprit,sustained
1,culprit,sustained,herself
1,sustained,herself,as
1,herself,as,best
1,as,best,a
1,best,a,woman
1,a,woman,might
1,woman,might,under
1,might,under,the
1,the,heavy,weight
1,heavy,weight,of
1,weight,of,a
1,of,a,thousand
1,a,thousand,unrelenting
1,thousand,unrelenting,eyes
1,unrelenting,eyes,all
1,eyes,all,fastened
1,all,fastened,upon
1,fastened,upon,her
1,her,and,concentrated
1,and,concentrated,at
1,concentrated,at,her
1,It,was,almost
1,was,almost,intolerable
1,almost,intolerable,to
1,intolerable,to,be
1,be,borne,Of
1,borne,Of,an
1,Of,an,impulsive
1,an,impulsive,and
1,impulsive,and,passionate
1,and,passionate,nature
1,passionate,nature,she
1,nature,she,had
1,she,had,fortified
1,had,fortified,herself
1,fortified,herself,to
1,herself,to,encounter
1,to,encounter,the
1,encounter,the,stings
1,the,stings,and
1,stings,and,venomous
1,and,venomous,stabs
1,venomous,stabs,of
1,stabs,of,public
1,of,public,contumely
1,public,contumely,wreaking
1,contumely,wreaking,itself
1,wreaking,itself,in
1,itself,in,every
1,in,every,variety
1,every,variety,of
1,variety,of,insult
1,of,insult,but
1,insult,but,there
1,a,quality,so
1,quality,so,much
1,so,much,more
1,much,more,terrible
1,more,terrible,in
1,terrible,in,the
1,in,the,solemn
1,the,solemn,mood
1,solemn,mood,of
1,mood,of,the
1,of,the,popular
1,the,popular,mind
1,popular,mind,that
1,mind,that,she
1,that,she,longed
1,she,longed,rather
1,longed,rather,to
1,rather,to,behold
1,to,behold,all
1,behold,all,those
1,all,those,rigid
1,those,rigid,countenances
1,rigid,countenances,contorted
1,countenances,contorted,with
1,contorted,with,scornful
1,with,scornful,merriment
1,scornful,merriment,and
1,merriment,and,herself
1,and,herself,the
1,herself,the,object
1,the,object,Had
1,object,Had,a
1,Had,a,roar
1,a,roar,of
1,roar,of,laughter
1,of,laughter,burst
1,laughter,burst,from
1,burst,from,the
1,from,the,multitudeeach
1,the,multitudeeach,man
1,multitudeeach,man,each
1,man,each,woman
1,each,woman,each
1,woman,each,little
1,each,little,shrillvoiced
1,little,shrillvoiced,child
1,shrillvoiced,child,contributing
1,child,contributing,their
1,contributing,their,individual
1,their,individual,partsHester
1,individual,partsHester,Prynne
1,partsHester,Prynne,might
1,Prynne,might,have
1,might,have,repaid
1,have,repaid,them
1,repaid,them,all
1,them,all,with
1,all,with,a
1,a,bitter,and
1,bitter,and,disdainful
1,and,disdainful,smile
1,disdainful,smile,But
1,smile,But,under
1,But,under,the
1,under,the,leaden
1,the,leaden,infliction
1,leaden,infliction,which
1,infliction,which,it
1,doom,to,endure
1,endure,she,felt
1,she,felt,at
1,felt,at,moments
1,at,moments,as
1,moments,as,if
1,if,she,must
1,must,needs,shriek
1,needs,shriek,out
1,shriek,out,with
1,out,with,the
1,the,full,power
1,full,power,of
1,power,of,her
1,of,her,lungs
1,her,lungs,and
1,lungs,and,cast
1,and,cast,herself
1,cast,herself,from
1,herself,from,the
1,the,scaffold,down
1,scaffold,down,upon
1,upon,the,ground
1,the,ground,or
1,ground,or,else
1,or,else,go
1,else,go,mad
1,go,mad,at
1,mad,at,once
1,at,once,Yet
1,once,Yet,there
1,Yet,there,were
1,there,were,intervals
1,were,intervals,when
1,intervals,when,the
1,when,the,whole
1,whole,scene,in
1,scene,in,which
1,she,was,the
1,the,most,conspicuous
1,most,conspicuous,object
1,conspicuous,object,seemed
1,object,seemed,to
1,to,vanish,from
1,vanish,from,her
1,from,her,eyes
1,her,eyes,or
1,eyes,or,at
1,at,least,glimmered
1,least,glimmered,indistinctly
1,glimmered,indistinctly,before
1,indistinctly,before,them
1,before,them,like
1,like,a,mass
1,a,mass,of
1,mass,of,imperfectly
1,of,imperfectly,shaped
1,imperfectly,shaped,and
1,shaped,and,spectral
1,and,spectral,images
1,spectral,images,Her
1,images,Her,mind
1,Her,mind,and
1,mind,and,especially
1,and,especially,her
1,especially,her,memory
1,her,memory,was
1,memory,was,preternaturally
1,was,preternaturally,active
1,preternaturally,active,and
1,active,and,kept
1,and,kept,bringing
1,kept,bringing,up
1,bringing,up,other
1,up,other,scenes
1,other,scenes,than
1,scenes,than,this
1,than,this,roughly
1,this,roughly,hewn
1,roughly,hewn,street
1,hewn,street,of
1,street,of,a
1,a,little,town
1,little,town,on
1,town,on,the
1,of,the,Western
1,the,Western,wilderness
1,Western,wilderness,other
1,wilderness,other,faces
1,other,faces,than
1,faces,than,were
1,than,were,lowering
1,were,lowering,upon
1,lowering,upon,her
1,upon,her,from
1,her,from,beneath
1,from,beneath,the
1,beneath,the,brims
1,the,brims,of
1,brims,of,those
1,of,those,steeplecrowned
1,those,steeplecrowned,hats
1,steeplecrowned,hats,Reminiscences
1,hats,Reminiscences,the
1,Reminiscences,the,most
1,the,most,trifling
1,most,trifling,and
1,trifling,and,immaterial
1,and,immaterial,passages
1,immaterial,passages,of
1,passages,of,infancy
1,of,infancy,and
1,infancy,and,schooldays
1,and,schooldays,sports
1,schooldays,sports,childish
1,sports,childish,quarrels
1,childish,quarrels,and
1,quarrels,and,the
1,little,domestic,traits
1,domestic,traits,of
1,traits,of,her
1,of,her,maiden
1,her,maiden,years
1,maiden,years,came
1,years,came,swarming
1,came,swarming,back
1,swarming,back,upon
1,back,upon,her
1,upon,her,intermingled
1,her,intermingled,with
1,intermingled,with,recollections
1,with,recollections,of
1,recollections,of,whatever
1,whatever,was,gravest
1,was,gravest,in
1,gravest,in,her
1,in,her,subsequent
1,subsequent,life,one
1,life,one,picture
1,one,picture,precisely
